Time,P0PX,P0PY,P0PZ,P0RX,P0RY,P0RZ,P0LPX,P0LPY,P0LPZ,P0LRX,P0LRY,P0LRZ,P0RPX,P0RPY,P0RPZ,P0RRX,P0RRY,P0RRZ,P0M,P1PX,P1PY,P1PZ,P1RX,P1RY,P1RZ,P1LPX,P1LPY,P1LPZ,P1LRX,P1LRY,P1LRZ,P1RPX,P1RPY,P1RPZ,P1RRX,P1RRY,P1RRZ,P1M,P2PX,P2PY,P2PZ,P2RX,P2RY,P2RZ,P2LPX,P2LPY,P2LPZ,P2LRX,P2LRY,P2LRZ,P2RPX,P2RPY,P2RPZ,P2RRX,P2RRY,P2RRZ,P2M
30.66106,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04864,1.523827,-3.036683,329.5384,287.8781,263.9644,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.36451,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04337,1.522605,-3.034151,329.8981,282.5058,265.7552,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.37155,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.0438,1.522715,-3.034386,329.864,282.9506,265.592,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.37717,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04425,1.522833,-3.034637,329.8289,283.4255,265.4175,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.67772,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05022,1.523983,-3.037164,329.4939,289.3929,263.7381,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.38387,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04464,1.522936,-3.034857,329.7992,283.8403,265.2649,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.38958,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04512,1.52306,-3.035118,329.7642,284.3364,265.0801,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.39507,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04533,1.523126,-3.035232,329.7432,284.5567,264.9837,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.6944,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05139,1.524141,-3.03752,329.4498,290.5079,263.5117,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.40235,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04556,1.523197,-3.035353,329.7213,284.7909,264.8812,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.40799,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04585,1.523288,-3.035508,329.6934,285.0932,264.7487,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.41343,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04606,1.523355,-3.035622,329.6735,285.3138,264.6519,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.71107,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.0516,1.524141,-3.037562,329.4498,290.7079,263.5117,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.42024,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04628,1.523423,-3.035739,329.6534,285.5414,264.552,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.42587,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04656,1.52351,-3.035887,329.6283,285.8299,264.4252,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.72777,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.0516,1.524141,-3.037562,329.4498,290.7079,263.5117,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.43168,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04677,1.523576,-3.036,329.6096,286.0493,264.3288,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.43814,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04701,1.52365,-3.036128,329.5888,286.2971,264.2197,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.44362,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04747,1.523714,-3.036287,329.5693,286.7454,264.1284,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.74444,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05191,1.524299,-3.037736,329.406,291.0233,263.285,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.45004,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04797,1.523768,-3.036443,329.5522,287.2223,264.0507,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.45606,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04851,1.523827,-3.036613,329.5343,287.7395,263.9663,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.46167,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04902,1.523883,-3.036776,329.5177,288.2359,263.8851,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.76112,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05256,1.524299,-3.037854,329.406,291.6232,263.285,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.46884,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.04952,1.523937,-3.036931,329.5025,288.7106,263.8074,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.47442,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05011,1.524001,-3.037118,329.4849,289.2802,263.7138,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.4798,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.0506,1.524055,-3.037271,329.4711,289.7476,263.637,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.77779,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05448,1.524616,-3.038393,329.3197,293.4546,262.8311,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.48657,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05105,1.524104,-3.037414,329.4587,290.1831,263.5652,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.49225,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05142,1.524151,-3.037534,329.4469,290.5406,263.4973,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.79447,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05599,1.524935,-3.03882,329.235,294.8869,262.3763,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.49805,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05148,1.524168,-3.037557,329.4421,290.5971,263.4724,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.50432,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05154,1.524186,-3.037582,329.437,290.6557,263.4467,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.51032,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.0516,1.524207,-3.03761,329.4313,290.7233,263.417,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.81116,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05653,1.525096,-3.038995,329.1932,295.4034,262.1486,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.51692,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05166,1.524225,-3.037635,329.4263,290.7815,263.3914,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.52289,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05173,1.524246,-3.037664,329.4204,290.8515,263.3606,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.52863,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.0518,1.524265,-3.03769,329.4152,290.9141,263.333,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.82784,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05738,1.525419,-3.03931,329.1109,296.2372,261.6927,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.53516,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05185,1.524282,-3.037714,329.4104,290.9702,263.3083,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.54064,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05202,1.524317,-3.037767,329.4003,291.1352,263.2589,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.54646,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05249,1.52439,-3.037891,329.3783,291.5754,263.1559,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.84451,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05821,1.526071,-3.039836,328.951,297.1077,260.7785,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.55321,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05294,1.52446,-3.038011,329.3577,292.0016,263.0561,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.55849,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05351,1.524548,-3.038161,329.3327,292.5367,262.9306,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.8612,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05821,1.526071,-3.039836,328.951,297.1077,260.7785,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.5642,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05392,1.524613,-3.038271,329.3149,292.9307,262.838,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.5711,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05442,1.524691,-3.038403,329.2945,293.4011,262.7272,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.57655,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05496,1.524774,-3.038546,329.2733,293.9092,262.6074,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.87786,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05831,1.526236,-3.039956,328.912,297.2259,260.5495,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.58323,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.0554,1.524843,-3.038663,329.2565,294.3273,262.5087,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.58939,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05599,1.524935,-3.038819,329.235,294.885,262.3768,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.59469,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05624,1.525062,-3.038933,329.2007,295.1339,262.1989,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.89458,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05831,1.526236,-3.039956,328.912,297.2259,260.5495,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.60119,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05647,1.525182,-3.03904,329.1688,295.368,262.0307,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.6073,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05678,1.525339,-3.039181,329.128,295.6741,261.8107,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.61283,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05703,1.525468,-3.039296,329.0953,295.9257,261.6297,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
30.91125,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.0585,1.526566,-3.040194,328.8353,297.4629,260.0909,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
19.61967,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20597,1.492079,-2.988394,351.5366,334.6768,44.86469,-11.05728,1.525593,-3.039408,329.0642,296.17,261.4539,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
