Time,P0PX,P0PY,P0PZ,P0RX,P0RY,P0RZ,P0LPX,P0LPY,P0LPZ,P0LRX,P0LRY,P0LRZ,P0RPX,P0RPY,P0RPZ,P0RRX,P0RRY,P0RRZ,P0M,P1PX,P1PY,P1PZ,P1RX,P1RY,P1RZ,P1LPX,P1LPY,P1LPZ,P1LRX,P1LRY,P1LRZ,P1RPX,P1RPY,P1RPZ,P1RRX,P1RRY,P1RRZ,P1M,P2PX,P2PY,P2PZ,P2RX,P2RY,P2RZ,P2LPX,P2LPY,P2LPZ,P2LRX,P2LRY,P2LRZ,P2RPX,P2RPY,P2RPZ,P2RRX,P2RRY,P2RRZ,P2M
16.81631,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
16.83297,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
16.84967,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
16.86633,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
16.88303,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
16.89969,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
16.91639,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
16.93308,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
16.94974,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
16.96643,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
16.98311,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
16.99978,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.01647,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.03313,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.04983,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.06652,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.08318,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.09987,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.11656,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.13323,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.14992,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.16658,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.1833,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.19997,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.21663,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.23332,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.24998,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.26671,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.28338,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.30004,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.31671,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.3334,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.35006,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.36676,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.38344,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.40011,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.4168,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.43348,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.45019,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.46688,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.48354,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.50023,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.5169,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.53358,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.214652,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.55025,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.257759,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.56693,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.268757,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.281044,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.58359,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.291967,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.301745,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.60031,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.311446,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.61697,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.320446,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.331971,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.63364,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.341095,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.350955,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.65034,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.360416,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.369351,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.66701,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.379969,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.68369,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.389422,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
6.398581,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
17.70037,-11.16189,1.585153,-3.43309,19.8,359.8,0,-11.20359,1.527037,-2.912383,337.8497,291.1419,83.11316,-11.01936,1.516,-3.010499,332.6216,250.9056,276.2741,False,-11.15296,1.600648,-3.435461,25.40001,356.6,0,-11.3274,1.5357,-3.060604,336.3249,98.1373,90.30865,-11.03441,1.516,-3.002926,332.6216,247.7057,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
